State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,CUDDALORE,2002,Whole Year,Mango,563,3373
Tamil Nadu,CUDDALORE,2003,Kharif,Maize,1886,3805
Tamil Nadu,CUDDALORE,2003,Kharif,Rice,104162,317655
Tamil Nadu,CUDDALORE,2003,Whole Year,Banana,3756,93525
Tamil Nadu,CUDDALORE,2003,Whole Year,Coconut,2652,39100
Tamil Nadu,CUDDALORE,2003,Whole Year,Mango,571,2372
Tamil Nadu,CUDDALORE,2004,Kharif,Maize,3950,7589
Tamil Nadu,CUDDALORE,2004,Kharif,Rice,114599,315702
Tamil Nadu,CUDDALORE,2004,Whole Year,Banana,3919,104663
Tamil Nadu,CUDDALORE,2004,Whole Year,Coconut,2743,37800
Tamil Nadu,CUDDALORE,2005,Kharif,Maize,7579,
Tamil Nadu,CUDDALORE,2005,Kharif,Rice,114291,218345
Tamil Nadu,CUDDALORE,2005,Whole Year,Banana,3876,120554
Tamil Nadu,CUDDALORE,2005,Whole Year,Coconut,2722,332
Tamil Nadu,CUDDALORE,2006,Kharif,Rice,105440,392384
Tamil Nadu,CUDDALORE,2006,Whole Year,Banana,4162,156690
Tamil Nadu,CUDDALORE,2006,Whole Year,Coconut,2529,475
Tamil Nadu,CUDDALORE,2006,Whole Year,Maize,7882,20383
Tamil Nadu,CUDDALORE,2007,Kharif,Rice,102798,335119
Tamil Nadu,CUDDALORE,2007,Whole Year,Banana,4443,163768
Tamil Nadu,CUDDALORE,2007,Whole Year,Coconut,2497,351
Tamil Nadu,CUDDALORE,2007,Whole Year,Maize,12318,25314
Tamil Nadu,CUDDALORE,2008,Kharif,Rice,107817,223882
Tamil Nadu,CUDDALORE,2008,Whole Year,Banana,4308,164032
Tamil Nadu,CUDDALORE,2008,Whole Year,Coconut,2524,505000
Tamil Nadu,CUDDALORE,2008,Whole Year,Maize,11881,21720
Tamil Nadu,CUDDALORE,2009,Kharif,Rice,111517,322962
Tamil Nadu,CUDDALORE,2009,Whole Year,Banana,4805,185329
Tamil Nadu,CUDDALORE,2009,Whole Year,Coconut,2513,38300
Tamil Nadu,CUDDALORE,2009,Whole Year,Maize,10759,21642
Tamil Nadu,CUDDALORE,2010,Kharif,Maize,12158,17927
Tamil Nadu,CUDDALORE,2010,Kharif,Rice,115815,301506
Tamil Nadu,CUDDALORE,2011,Kharif,Maize,13016,21096
Tamil Nadu,CUDDALORE,2011,Kharif,Rice,120983,248242
Tamil Nadu,CUDDALORE,2011,Rabi,Maize,331,2201
Tamil Nadu,CUDDALORE,2011,Whole Year,Banana,4133,97421
Tamil Nadu,CUDDALORE,2011,Whole Year,Coconut,2343,43700000
Tamil Nadu,CUDDALORE,2012,Kharif,Maize,15171,23212
Tamil Nadu,CUDDALORE,2012,Kharif,Rice,111958,339286
Tamil Nadu,CUDDALORE,2013,Kharif,Maize,18993,70767
Tamil Nadu,CUDDALORE,2013,Kharif,Rice,127485,565960
Tamil Nadu,CUDDALORE,2013,Rabi,Maize,1527,7638
Tamil Nadu,CUDDALORE,2013,Whole Year,Banana,4251,171740
Tamil Nadu,CUDDALORE,2013,Whole Year,Coconut,1881,15200000
Tamil Nadu,DHARMAPURI,1997,Kharif,Banana,1354,53114
Tamil Nadu,DHARMAPURI,1997,Whole Year,Banana,1871,140280
Tamil Nadu,DHARMAPURI,1997,Whole Year,Maize,358,390
Tamil Nadu,DHARMAPURI,1997,Whole Year,Rice,64393,203890
Tamil Nadu,DHARMAPURI,1998,Kharif,Maize,1124,1229
Tamil Nadu,DHARMAPURI,1998,Kharif,Rice,57072,196352
Tamil Nadu,DHARMAPURI,1998,Whole Year,Banana,621,46561
Tamil Nadu,DHARMAPURI,1999,Kharif,Maize,1129,1239
Tamil Nadu,DHARMAPURI,1999,Kharif,Rice,60472,201243
Tamil Nadu,DHARMAPURI,1999,Whole Year,Banana,1354,53114
Tamil Nadu,DHARMAPURI,2000,Kharif,Maize,1259,1381
Tamil Nadu,DHARMAPURI,2000,Kharif,Rice,61608,227438
Tamil Nadu,DHARMAPURI,2000,Whole Year,Banana,1615,63352
Tamil Nadu,DHARMAPURI,2001,Kharif,Rice,54334,189510
Tamil Nadu,DHARMAPURI,2002,Kharif,Maize,1020,1122
Tamil Nadu,DHARMAPURI,2002,Kharif,Rice,30152,77596
Tamil Nadu,DHARMAPURI,2002,Whole Year,Banana,1142,42200
Tamil Nadu,DHARMAPURI,2002,Whole Year,Coconut,20229,155900
Tamil Nadu,DHARMAPURI,2002,Whole Year,Grapes,119,2019
Tamil Nadu,DHARMAPURI,2002,Whole Year,Mango,36523,353860
Tamil Nadu,DHARMAPURI,2002,Whole Year,Orange,1,2
Tamil Nadu,DHARMAPURI,2002,Whole Year,Papaya,89,0
Tamil Nadu,DHARMAPURI,2003,Kharif,Maize,209,230
Tamil Nadu,DHARMAPURI,2003,Kharif,Rice,15997,38810
Tamil Nadu,DHARMAPURI,2003,Whole Year,Banana,385,13619
Tamil Nadu,DHARMAPURI,2003,Whole Year,Coconut,21461,109900
Tamil Nadu,DHARMAPURI,2003,Whole Year,Grapes,2,33
Tamil Nadu,DHARMAPURI,2003,Whole Year,Mango,5177,37742
Tamil Nadu,DHARMAPURI,2004,Kharif,Maize,202,223
Tamil Nadu,DHARMAPURI,2004,Kharif,Rice,13915,38568
Tamil Nadu,DHARMAPURI,2004,Whole Year,Banana,468,19879
Tamil Nadu,DHARMAPURI,2004,Whole Year,Coconut,9131,114800
Tamil Nadu,DHARMAPURI,2005,Kharif,Maize,192,
Tamil Nadu,DHARMAPURI,2005,Kharif,Rice,29023,85390
Tamil Nadu,DHARMAPURI,2005,Whole Year,Banana,628,30838
Tamil Nadu,DHARMAPURI,2005,Whole Year,Coconut,9131,1686
Tamil Nadu,DHARMAPURI,2006,Kharif,Rice,21062,76072
Tamil Nadu,DHARMAPURI,2006,Whole Year,Banana,1141,61139
Tamil Nadu,DHARMAPURI,2006,Whole Year,Coconut,9781,2096
Tamil Nadu,DHARMAPURI,2006,Whole Year,Maize,258,1308
Tamil Nadu,DHARMAPURI,2007,Kharif,Rice,18801,70395
Tamil Nadu,DHARMAPURI,2007,Whole Year,Banana,1313,62684
Tamil Nadu,DHARMAPURI,2007,Whole Year,Coconut,8696,1651
Tamil Nadu,DHARMAPURI,2007,Whole Year,Maize,307,1540
Tamil Nadu,DHARMAPURI,2008,Kharif,Rice,20368,77727
Tamil Nadu,DHARMAPURI,2008,Whole Year,Banana,1432,64011
Tamil Nadu,DHARMAPURI,2008,Whole Year,Coconut,7891,1400000
Tamil Nadu,DHARMAPURI,2008,Whole Year,Maize,403,2129
Tamil Nadu,DHARMAPURI,2009,Kharif,Rice,20310,79675
Tamil Nadu,DHARMAPURI,2009,Whole Year,Banana,884,38009
Tamil Nadu,DHARMAPURI,2009,Whole Year,Coconut,6926,149400
Tamil Nadu,DHARMAPURI,2009,Whole Year,Maize,480,2372
Tamil Nadu,DHARMAPURI,2010,Kharif,Maize,645,2519
Tamil Nadu,DHARMAPURI,2010,Kharif,Rice,22862,93207
Tamil Nadu,DHARMAPURI,2011,Kharif,Maize,3615,20541
Tamil Nadu,DHARMAPURI,2011,Kharif,Rice,27067,128226
Tamil Nadu,DHARMAPURI,2011,Rabi,Maize,28,186
Tamil Nadu,DHARMAPURI,2011,Whole Year,Banana,838,36616
Tamil Nadu,DHARMAPURI,2011,Whole Year,Coconut,7836,124100000
Tamil Nadu,DHARMAPURI,2012,Kharif,Maize,2503,8868
Tamil Nadu,DHARMAPURI,2012,Kharif,Rice,12003,53669
Tamil Nadu,DHARMAPURI,2013,Kharif,Maize,11967,81069
Tamil Nadu,DHARMAPURI,2013,Kharif,Rice,26689,132535
Tamil Nadu,DHARMAPURI,2013,Rabi,Maize,1468,7343
Tamil Nadu,DHARMAPURI,2013,Whole Year,Banana,619,25710
Tamil Nadu,DHARMAPURI,2013,Whole Year,Coconut,5472,35400000
Tamil Nadu,DINDIGUL,1997,Kharif,Banana,1224,21498
Tamil Nadu,DINDIGUL,1997,Whole Year,Banana,3091,55670
Tamil Nadu,DINDIGUL,1997,Whole Year,Maize,25017,49310
Tamil Nadu,DINDIGUL,1997,Whole Year,Rice,27589,136520
Tamil Nadu,DINDIGUL,1998,Kharif,Maize,21767,42903
Tamil Nadu,DINDIGUL,1998,Kharif,Rice,27278,93305
Tamil Nadu,DINDIGUL,1998,Whole Year,Banana,2557,46054
Tamil Nadu,DINDIGUL,1999,Kharif,Maize,40500,80317
Tamil Nadu,DINDIGUL,1999,Kharif,Rice,28437,118998
Tamil Nadu,DINDIGUL,1999,Whole Year,Banana,1224,21498
Tamil Nadu,DINDIGUL,2000,Kharif,Maize,38561,76472
Tamil Nadu,DINDIGUL,2000,Kharif,Rice,25246,111460
Tamil Nadu,DINDIGUL,2000,Whole Year,Banana,2156,37867
Tamil Nadu,DINDIGUL,2001,Kharif,Rice,16106,76330
Tamil Nadu,DINDIGUL,2002,Kharif,Maize,31125,61590
Tamil Nadu,DINDIGUL,2002,Kharif,Rice,15372,52709
Tamil Nadu,DINDIGUL,2002,Whole Year,Apple,3,0
Tamil Nadu,DINDIGUL,2002,Whole Year,Banana,3325,85802
Tamil Nadu,DINDIGUL,2002,Whole Year,Coconut,24277,211500
Tamil Nadu,DINDIGUL,2002,Whole Year,Grapes,226,3298
Tamil Nadu,DINDIGUL,2002,Whole Year,Mango,13164,32533
Tamil Nadu,DINDIGUL,2002,Whole Year,Orange,1876,2911
Tamil Nadu,DINDIGUL,2002,Whole Year,Papaya,4,0
Tamil Nadu,DINDIGUL,2003,Kharif,Maize,35153,69615
Tamil Nadu,DINDIGUL,2003,Kharif,Rice,11437,32378
Tamil Nadu,DINDIGUL,2003,Whole Year,Apple,4,0
Tamil Nadu,DINDIGUL,2003,Whole Year,Banana,3018,106762
Tamil Nadu,DINDIGUL,2003,Whole Year,Coconut,23987,97400
Tamil Nadu,DINDIGUL,2003,Whole Year,Grapes,166,4002
Tamil Nadu,DINDIGUL,2003,Whole Year,Mango,13349,46298
Tamil Nadu,DINDIGUL,2003,Whole Year,Orange,1890,3709
Tamil Nadu,DINDIGUL,2003,Whole Year,Papaya,10,0
Tamil Nadu,DINDIGUL,2004,Kharif,Maize,34067,67489
Tamil Nadu,DINDIGUL,2004,Kharif,Rice,21031,74246
Tamil Nadu,DINDIGUL,2004,Whole Year,Banana,3102,131764
Tamil Nadu,DINDIGUL,2004,Whole Year,Coconut,24614,468200
Tamil Nadu,DINDIGUL,2005,Kharif,Maize,34265,
Tamil Nadu,DINDIGUL,2005,Kharif,Rice,23735,75304
Tamil Nadu,DINDIGUL,2005,Whole Year,Banana,3756,184436
Tamil Nadu,DINDIGUL,2005,Whole Year,Coconut,24798,3474
Tamil Nadu,DINDIGUL,2006,Kharif,Rice,18607,81248
Tamil Nadu,DINDIGUL,2006,Whole Year,Banana,4539,243219
Tamil Nadu,DINDIGUL,2006,Whole Year,Coconut,24785,4894
Tamil Nadu,DINDIGUL,2006,Whole Year,Maize,36957,148387
Tamil Nadu,DINDIGUL,2007,Kharif,Rice,17276,67837
Tamil Nadu,DINDIGUL,2007,Whole Year,Banana,4826,229169
Tamil Nadu,DINDIGUL,2007,Whole Year,Coconut,25488,4268
Tamil Nadu,DINDIGUL,2007,Whole Year,Maize,40321,177153
Tamil Nadu,DINDIGUL,2008,Kharif,Rice,19638,72661
Tamil Nadu,DINDIGUL,2008,Whole Year,Banana,4846,164240
Tamil Nadu,DINDIGUL,2008,Whole Year,Coconut,25708,5539000
Tamil Nadu,DINDIGUL,2008,Whole Year,Maize,48142,314292
Tamil Nadu,DINDIGUL,2009,Kharif,Rice,16647,78849
Tamil Nadu,DINDIGUL,2009,Whole Year,Banana,4680,190848
Tamil Nadu,DINDIGUL,2009,Whole Year,Coconut,27113,547400
Tamil Nadu,DINDIGUL,2009,Whole Year,Maize,39531,243457
Tamil Nadu,DINDIGUL,2010,Kharif,Maize,39629,216794
Tamil Nadu,DINDIGUL,2010,Kharif,Rice,18349,98053
Tamil Nadu,DINDIGUL,2011,Kharif,Maize,15954,92881
Tamil Nadu,DINDIGUL,2011,Kharif,Rice,19158,103376
Tamil Nadu,DINDIGUL,2011,Rabi,Maize,24690,164019
Tamil Nadu,DINDIGUL,2011,Whole Year,Banana,5307,130919
Tamil Nadu,DINDIGUL,2011,Whole Year,Coconut,29478,574900000
Tamil Nadu,DINDIGUL,2012,Kharif,Maize,34325,119289
Tamil Nadu,DINDIGUL,2012,Kharif,Rice,9476,30806
Tamil Nadu,DINDIGUL,2013,Kharif,Maize,7330,43858
Tamil Nadu,DINDIGUL,2013,Kharif,Rice,4234,25758
Tamil Nadu,DINDIGUL,2013,Rabi,Maize,20131,127708
Tamil Nadu,DINDIGUL,2013,Whole Year,Banana,4037,111066
Tamil Nadu,DINDIGUL,2013,Whole Year,Coconut,32069,160800000
Tamil Nadu,ERODE,1997,Kharif,Banana,2755,100639
Tamil Nadu,ERODE,1997,Whole Year,Banana,4653,182310
Tamil Nadu,ERODE,1997,Whole Year,Maize,3133,7150
Tamil Nadu,ERODE,1997,Whole Year,Rice,60892,268930
Tamil Nadu,ERODE,1998,Kharif,Maize,4383,10006
Tamil Nadu,ERODE,1998,Kharif,Rice,67387,232121
Tamil Nadu,ERODE,1998,Whole Year,Banana,2820,110493
Tamil Nadu,ERODE,1999,Kharif,Maize,4566,10444
Tamil Nadu,ERODE,1999,Kharif,Rice,64481,270611
Tamil Nadu,ERODE,1999,Whole Year,Banana,2755,100639
Tamil Nadu,ERODE,2000,Kharif,Maize,6391,14618
Tamil Nadu,ERODE,2000,Kharif,Rice,68130,306471
Tamil Nadu,ERODE,2000,Whole Year,Banana,2986,109077
Tamil Nadu,ERODE,2001,Kharif,Rice,50474,233910
Tamil Nadu,ERODE,2002,Kharif,Maize,7354,16806
Tamil Nadu,ERODE,2002,Kharif,Rice,16691,74471
Tamil Nadu,ERODE,2002,Whole Year,Banana,4450,139630
Tamil Nadu,ERODE,2002,Whole Year,Coconut,17377,161700
Tamil Nadu,ERODE,2002,Whole Year,Grapes,3,44
Tamil Nadu,ERODE,2002,Whole Year,Mango,1012,6064
Tamil Nadu,ERODE,2002,Whole Year,Orange,43,66
Tamil Nadu,ERODE,2002,Whole Year,Papaya,18,0
Tamil Nadu,ERODE,2003,Kharif,Maize,10495,23991
Tamil Nadu,ERODE,2003,Kharif,Rice,1944,7962
Tamil Nadu,ERODE,2003,Whole Year,Banana,4090,111558
Tamil Nadu,ERODE,2003,Whole Year,Coconut,17486,101900
Tamil Nadu,ERODE,2003,Whole Year,Grapes,7,169
Tamil Nadu,ERODE,2003,Whole Year,Mango,989,4109
Tamil Nadu,ERODE,2003,Whole Year,Orange,98,192
Tamil Nadu,ERODE,2003,Whole Year,Papaya,53,0
Tamil Nadu,ERODE,2004,Kharif,Maize,15759,36028
Tamil Nadu,ERODE,2004,Kharif,Rice,55347,216247
Tamil Nadu,ERODE,2004,Whole Year,Banana,6433,249044
Tamil Nadu,ERODE,2004,Whole Year,Coconut,17603,191700
Tamil Nadu,ERODE,2005,Kharif,Maize,13850,
Tamil Nadu,ERODE,2005,Kharif,Rice,43539,179564
Tamil Nadu,ERODE,2005,Whole Year,Banana,7710,377037
Tamil Nadu,ERODE,2005,Whole Year,Coconut,18472,3128
Tamil Nadu,ERODE,2006,Kharif,Rice,38548,161599
Tamil Nadu,ERODE,2006,Whole Year,Banana,8510,582228
Tamil Nadu,ERODE,2006,Whole Year,Coconut,18984,2373
Tamil Nadu,ERODE,2006,Whole Year,Maize,14703,86706
Tamil Nadu,ERODE,2007,Kharif,Rice,38360,166860
Tamil Nadu,ERODE,2007,Whole Year,Banana,10480,571018
Tamil Nadu,ERODE,2007,Whole Year,Coconut,19447,2784
Tamil Nadu,ERODE,2007,Whole Year,Maize,20473,106435
Tamil Nadu,ERODE,2008,Kharif,Rice,38053,196321
Tamil Nadu,ERODE,2008,Whole Year,Banana,10986,623763
Tamil Nadu,ERODE,2008,Whole Year,Coconut,10014,3318000
Tamil Nadu,ERODE,2008,Whole Year,Maize,17685,174320
Tamil Nadu,ERODE,2009,Kharif,Rice,38114,156419
Tamil Nadu,ERODE,2009,Whole Year,Banana,10919,370426
Tamil Nadu,ERODE,2009,Whole Year,Coconut,10474,145000
Tamil Nadu,ERODE,2009,Whole Year,Maize,13781,92829
Tamil Nadu,ERODE,2010,Kharif,Maize,12575,74744
Tamil Nadu,ERODE,2010,Kharif,Rice,36659,154538
Tamil Nadu,ERODE,2011,Kharif,Jute,2,
Tamil Nadu,ERODE,2011,Kharif,Maize,12126,68958
Tamil Nadu,ERODE,2011,Kharif,Rice,33719,144357
Tamil Nadu,ERODE,2011,Rabi,Maize,459,2336
Tamil Nadu,ERODE,2011,Whole Year,Banana,5246,159356
Tamil Nadu,ERODE,2011,Whole Year,Coconut,11368,202100000
Tamil Nadu,ERODE,2012,Kharif,Maize,13955,64089
Tamil Nadu,ERODE,2012,Kharif,Rice,6603,29125
Tamil Nadu,ERODE,2013,Kharif,Maize,17068,105065
Tamil Nadu,ERODE,2013,Kharif,Rice,30889,163021
Tamil Nadu,ERODE,2013,Rabi,Maize,1191,5958
Tamil Nadu,ERODE,2013,Whole Year,Banana,10426,314123
Tamil Nadu,ERODE,2013,Whole Year,Coconut,13056,100600000
Tamil Nadu,KANCHIPURAM,1997,Kharif,Banana,145,3004
Tamil Nadu,KANCHIPURAM,1997,Whole Year,Banana,242,9290
Tamil Nadu,KANCHIPURAM,1997,Whole Year,Rice,154694,505700
Tamil Nadu,KANCHIPURAM,1998,Kharif,Rice,207871,711233
Tamil Nadu,KANCHIPURAM,1998,Whole Year,Banana,124,4760
Tamil Nadu,KANCHIPURAM,1999,Kharif,Rice,193691,618958
Tamil Nadu,KANCHIPURAM,1999,Whole Year,Banana,145,3004
Tamil Nadu,KANCHIPURAM,2000,Kharif,Rice,172517,574297
Tamil Nadu,KANCHIPURAM,2000,Whole Year,Banana,26,539
Tamil Nadu,KANCHIPURAM,2001,Kharif,Rice,135160,478940
Tamil Nadu,KANCHIPURAM,2002,Kharif,Rice,97420,278087
Tamil Nadu,KANCHIPURAM,2002,Whole Year,Banana,231,8536
Tamil Nadu,KANCHIPURAM,2002,Whole Year,Coconut,4564,14400
Tamil Nadu,KANCHIPURAM,2002,Whole Year,Mango,2562,4625
Tamil Nadu,KANCHIPURAM,2002,Whole Year,Papaya,3,0
Tamil Nadu,KANCHIPURAM,2003,Kharif,Maize,12,19
Tamil Nadu,KANCHIPURAM,2003,Kharif,Rice,97117,295638
Tamil Nadu,KANCHIPURAM,2003,Whole Year,Banana,153,5412
Tamil Nadu,KANCHIPURAM,2003,Whole Year,Coconut,4115,27600
Tamil Nadu,KANCHIPURAM,2003,Whole Year,Mango,2015,5902
Tamil Nadu,KANCHIPURAM,2004,Kharif,Maize,27,42
Tamil Nadu,KANCHIPURAM,2004,Kharif,Rice,101674,307110
Tamil Nadu,KANCHIPURAM,2004,Whole Year,Banana,295,12531
Tamil Nadu,KANCHIPURAM,2004,Whole Year,Coconut,4481,28800
Tamil Nadu,KANCHIPURAM,2005,Kharif,Maize,17,
Tamil Nadu,KANCHIPURAM,2005,Kharif,Rice,114720,293875
Tamil Nadu,KANCHIPURAM,2005,Whole Year,Banana,333,16352
Tamil Nadu,KANCHIPURAM,2005,Whole Year,Coconut,4633,500
Tamil Nadu,KANCHIPURAM,2006,Kharif,Rice,103107,395134
Tamil Nadu,KANCHIPURAM,2006,Whole Year,Banana,406,21755
Tamil Nadu,KANCHIPURAM,2006,Whole Year,Coconut,3482,441
Tamil Nadu,KANCHIPURAM,2006,Whole Year,Maize,5,13
Tamil Nadu,KANCHIPURAM,2007,Kharif,Rice,91356,345129
Tamil Nadu,KANCHIPURAM,2007,Whole Year,Banana,339,16184
Tamil Nadu,KANCHIPURAM,2007,Whole Year,Coconut,3519,402
Tamil Nadu,KANCHIPURAM,2007,Whole Year,Maize,5,27
Tamil Nadu,KANCHIPURAM,2008,Kharif,Rice,90874,329210
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Banana,276,12269
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Coconut,3207,435000
Tamil Nadu,KANCHIPURAM,2009,Kharif,Rice,91020,331434
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Banana,287,12340
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Coconut,3156,33700
Tamil Nadu,KANCHIPURAM,2010,Kharif,Maize,5,19
Tamil Nadu,KANCHIPURAM,2010,Kharif,Rice,95739,378628
Tamil Nadu,KANCHIPURAM,2011,Kharif,Maize,37,211
Tamil Nadu,KANCHIPURAM,2011,Kharif,Rice,90419,395412
Tamil Nadu,KANCHIPURAM,2011,Rabi,Maize,2,13
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Banana,258,11273
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Coconut,3435,25900000
Tamil Nadu,KANCHIPURAM,2012,Kharif,Maize,7,25
Tamil Nadu,KANCHIPURAM,2012,Kharif,Rice,77784,344875
Tamil Nadu,KANCHIPURAM,2013,Kharif,Maize,25,163
Tamil Nadu,KANCHIPURAM,2013,Kharif,Rice,85564,391837
Tamil Nadu,KANCHIPURAM,2013,Rabi,Maize,4,20
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Banana,223,9262
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Coconut,3097,33900000
Tamil Nadu,KANNIYAKUMARI,1997,Kharif,Banana,5282,120433
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,Banana,4597,124600
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,Rice,31244,118640
Tamil Nadu,KANNIYAKUMARI,1998,Kharif,Rice,32907,115066
Tamil Nadu,KANNIYAKUMARI,1998,Whole Year,Banana,4616,125117
Tamil Nadu,KANNIYAKUMARI,1999,Kharif,Rice,31472,143642
Tamil Nadu,KANNIYAKUMARI,1999,Whole Year,Banana,5282,120433
Tamil Nadu,KANNIYAKUMARI,2000,Kharif,Rice,28596,129425
Tamil Nadu,KANNIYAKUMARI,2000,Whole Year,Banana,4520,103059
Tamil Nadu,KANNIYAKUMARI,2001,Kharif,Rice,28229,121390
Tamil Nadu,KANNIYAKUMARI,2002,Kharif,Rice,26052,98469
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Banana,4974,126152
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Coconut,22667,338200
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Mango,1735,2955
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Orange,1,2
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Papaya,2,0
Tamil Nadu,KANNIYAKUMARI,2003,Kharif,Rice,17320,52897
Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,Banana,5633,134686
Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,Coconut,23664,186000
Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,Mango,1735,1333
Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,Orange,4,8
Tamil Nadu,KANNIYAKUMARI,2004,Kharif,Rice,22016,86486
Tamil Nadu,KANNIYAKUMARI,2004,Whole Year,Banana,5440,177531
Tamil Nadu,KANNIYAKUMARI,2004,Whole Year,Coconut,23936,361600
Tamil Nadu,KANNIYAKUMARI,2005,Kharif,Rice,21709,82523
Tamil Nadu,KANNIYAKUMARI,2005,Whole Year,Banana,5546,261682
Tamil Nadu,KANNIYAKUMARI,2005,Whole Year,Coconut,24220,4098
Tamil Nadu,KANNIYAKUMARI,2006,Kharif,Rice,21406,94130
Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Banana,6004,274669
Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Coconut,24449,2680
Tamil Nadu,KANNIYAKUMARI,2007,Kharif,Rice,20349,90210
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Banana,5481,171633
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Coconut,24864,2622
Tamil Nadu,KANNIYAKUMARI,2008,Kharif,Rice,18187,83657
Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,Banana,6149,273338
Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,Coconut,25074,3259000
Tamil Nadu,KANNIYAKUMARI,2009,Kharif,Rice,17307,76237
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Banana,6817,219970
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Coconut,24938,389900
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Rice,16989,80387
Tamil Nadu,KANNIYAKUMARI,2011,Kharif,Rice,16617,90110
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Banana,5982,163039
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Coconut,24936,158400000
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Rice,12412,57882
Tamil Nadu,KANNIYAKUMARI,2013,Kharif,Rice,13619,66703
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Banana,6542,198178
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Coconut,23917,287100000
Tamil Nadu,KARUR,1997,Kharif,Banana,5092,181514
Tamil Nadu,KARUR,1997,Whole Year,Banana,5566,352780
Tamil Nadu,KARUR,1997,Whole Year,Rice,16448,48590
Tamil Nadu,KARUR,1998,Kharif,Maize,8,10
Tamil Nadu,KARUR,1998,Kharif,Rice,16961,58225
Tamil Nadu,KARUR,1998,Whole Year,Banana,2828,179242
Tamil Nadu,KARUR,1999,Kharif,Rice,17279,56473
Tamil Nadu,KARUR,1999,Whole Year,Banana,5092,181514
Tamil Nadu,KARUR,2000,Kharif,Maize,101,163
Tamil Nadu,KARUR,2000,Kharif,Rice,15277,51797
Tamil Nadu,KARUR,2000,Whole Year,Banana,2733,97423
Tamil Nadu,KARUR,2001,Kharif,Rice,15539,56120
Tamil Nadu,KARUR,2002,Kharif,Maize,5,15
Tamil Nadu,KARUR,2002,Kharif,Rice,12837,37510
Tamil Nadu,KARUR,2002,Whole Year,Banana,5151,104486
Tamil Nadu,KARUR,2002,Whole Year,Coconut,4331,51400
Tamil Nadu,KARUR,2002,Whole Year,Mango,514,3080
Tamil Nadu,KARUR,2002,Whole Year,Orange,1,2
Tamil Nadu,KARUR,2003,Kharif,Maize,31,76
Tamil Nadu,KARUR,2003,Kharif,Rice,9321,24070
Tamil Nadu,KARUR,2003,Whole Year,Banana,3580,75805
Tamil Nadu,KARUR,2003,Whole Year,Coconut,4487,27800
Tamil Nadu,KARUR,2003,Whole Year,Grapes,7,169
Tamil Nadu,KARUR,2003,Whole Year,Mango,537,2231
Tamil Nadu,KARUR,2003,Whole Year,Orange,1,2
Tamil Nadu,KARUR,2004,Kharif,Maize,176,431
Tamil Nadu,KARUR,2004,Kharif,Rice,18233,54278
Tamil Nadu,KARUR,2004,Whole Year,Banana,3394,112532
Tamil Nadu,KARUR,2004,Whole Year,Coconut,4588,56600
Tamil Nadu,KARUR,2005,Kharif,Maize,197,
Tamil Nadu,KARUR,2005,Kharif,Rice,18398,48225
Tamil Nadu,KARUR,2005,Whole Year,Banana,3947,179675
Tamil Nadu,KARUR,2005,Whole Year,Coconut,4704,300
Tamil Nadu,KARUR,2006,Kharif,Rice,13745,48272
Tamil Nadu,KARUR,2006,Whole Year,Banana,5005,222082
Tamil Nadu,KARUR,2006,Whole Year,Coconut,5005,541
Tamil Nadu,KARUR,2006,Whole Year,Maize,172,573
Tamil Nadu,KARUR,2007,Kharif,Rice,12433,40279
Tamil Nadu,KARUR,2007,Whole Year,Banana,5028,181370
Tamil Nadu,KARUR,2007,Whole Year,Coconut,5177,601
Tamil Nadu,KARUR,2007,Whole Year,Maize,801,2126
